Location,TimeFrame,CHILD_SUPPORT_COLLECT_PCT
Whitley,2003,0.41
Whitley,2004,0.41
Whitley,2005,0.41
Whitley,2006,0.44
Whitley,2007,0.45
Whitley,2008,0.44
Whitley,2009,0.43
Whitley,2010,0.44
Whitley,2011,0.44
Whitley,2012,0.44
Whitley,2013,0.45
Whitley,2014,0.44
Whitley,2015,0.47
Whitley,2016,0.48
Whitley,2017,0.47
Whitley,2018,0.47
Whitley,2019,0.48
Wolfe,2000,0.58
Wolfe,2001,0.6
Wolfe,2002,0.57
Wolfe,2003,0.58
Wolfe,2004,0.58
Wolfe,2005,0.55
Wolfe,2006,0.54
Wolfe,2007,0.56
Wolfe,2008,0.58
Wolfe,2009,0.57
Wolfe,2010,0.55
Wolfe,2011,0.57
Wolfe,2012,0.54
Wolfe,2013,0.53
Wolfe,2014,0.51
Wolfe,2015,0.53
Wolfe,2016,0.55
Wolfe,2017,0.55
Wolfe,2018,0.54
Wolfe,2019,0.54
Woodford,2000,0.61
Woodford,2001,0.66
Woodford,2002,0.64
Woodford,2003,0.65
Woodford,2004,0.64
Woodford,2005,0.62
Woodford,2006,0.68
Woodford,2007,0.65
Woodford,2008,0.63
Woodford,2009,0.61
Woodford,2010,0.62
Woodford,2011,0.6
Woodford,2012,0.63
Woodford,2013,0.65
Woodford,2014,0.64
Woodford,2015,0.65
Woodford,2016,0.65
Woodford,2017,0.64
Woodford,2018,0.63
Woodford,2019,0.62
