Location,TimeFrame,CHILD_POVERTY_PCT
Taylor,2003,23.2
Taylor,2004,24.5
Taylor,2005,26
Taylor,2006,31.1
Taylor,2007,24.3
Taylor,2008,25.9
Taylor,2009,33.1
Taylor,2010,35
Taylor,2011,29.5
Taylor,2012,31.5
Taylor,2013,32.2
Taylor,2014,35.4
Taylor,2015,33.8
Taylor,2016,28.9
Taylor,2017,25.6
Taylor,2018,26.7
Todd,1997,25
Todd,1998,21.8
Todd,1999,21.9
Todd,2000,22.2
Todd,2001,25
Todd,2002,24.7
Todd,2003,24.8
Todd,2004,23.3
Todd,2005,25
Todd,2006,26.4
Todd,2007,27.9
Todd,2008,27.3
Todd,2009,30.7
Todd,2010,35.1
Todd,2011,33.6
Todd,2012,32.2
Todd,2013,30.3
Todd,2014,29.4
Todd,2015,28.1
Todd,2016,27.8
Todd,2017,24.6
Todd,2018,24.2
Trigg,1997,22.3
Trigg,1998,19.2
Trigg,1999,17.6
Trigg,2000,13.9
Trigg,2001,17.1
Trigg,2002,17.4
Trigg,2003,18.2
Trigg,2004,18.3
Trigg,2005,19
Trigg,2006,19.8
Trigg,2007,28.4
Trigg,2008,20.8
Trigg,2009,24.6
Trigg,2010,25.1
Trigg,2011,27.1
Trigg,2012,27.3
Trigg,2013,28.7
Trigg,2014,26.3
Trigg,2015,26.5
Trigg,2016,24.8
Trigg,2017,22.6
Trigg,2018,25
Trimble,1997,22.2
Trimble,1998,18.7
Trimble,1999,18.1
Trimble,2000,15
Trimble,2001,15.1
Trimble,2002,17.4
Trimble,2003,18.2
Trimble,2004,18.6
Trimble,2005,20
Trimble,2006,19.4
Trimble,2007,19.6
Trimble,2008,20.1
Trimble,2009,21.8
Trimble,2010,20.2
Trimble,2011,23.7
Trimble,2012,22.8
Trimble,2013,23.8
Trimble,2014,23.3
Trimble,2015,22.3
Trimble,2016,21.2
Trimble,2017,19.1
Trimble,2018,20.6
Union,1997,18
Union,1998,17.4
Union,1999,19.2
Union,2000,23.9
Union,2001,18
Union,2002,17.6
Union,2003,18.9
Union,2004,20.6
Union,2005,22
Union,2006,20.2
Union,2007,25.7
Union,2008,22.7
Union,2009,24.2
Union,2010,27
Union,2011,26.6
Union,2012,25.4
Union,2013,24.8
Union,2014,22.9
Union,2015,20.7
Union,2016,23.1
Union,2017,21.9
Union,2018,21.9
Warren,1997,20.8
Warren,1998,19.6
Warren,1999,18.5
Warren,2000,18.3
Warren,2001,17.9
Warren,2002,19.3
Warren,2003,20.3
Warren,2004,21.3
Warren,2005,19
Warren,2006,20.5
Warren,2007,23
Warren,2008,21.2
Warren,2009,22.8
Warren,2010,25.5
Warren,2011,25.1
Warren,2012,25.8
Warren,2013,22.6
Warren,2014,22.5
Warren,2015,22.9
Warren,2016,22.7
Warren,2017,19.4
Warren,2018,19.6
Washington,1997,20.2
Washington,1998,18.4
Washington,1999,18.5
Washington,2000,14.8
Washington,2001,16.3
Washington,2002,17.3
Washington,2003,18.9
Washington,2004,18.9
Washington,2005,20
Washington,2006,19.4
Washington,2007,19.7
Washington,2008,21.6
Washington,2009,23.9
Washington,2010,24.9
Washington,2011,26
Washington,2012,23.6
Washington,2013,24.4
Washington,2014,20.8
Washington,2015,23.6
Washington,2016,22.6
Washington,2017,20.4
Washington,2018,20.9
Wayne,1997,39
Wayne,1998,32.6
Wayne,1999,31.9
Wayne,2000,34.9
Wayne,2001,32.5
Wayne,2002,33.9
Wayne,2003,33.7
Wayne,2004,34
Wayne,2005,38
Wayne,2006,37.6
Wayne,2007,40
Wayne,2008,36.8
Wayne,2009,38.8
Wayne,2010,40.7
Wayne,2011,47.8
Wayne,2012,38
Wayne,2013,39.3
Wayne,2014,37.7
Wayne,2015,40.3
Wayne,2016,37.7
Wayne,2017,35.4
Wayne,2018,36
Webster,1997,21.1
Webster,1998,20.9
Webster,1999,20.1
Webster,2000,20.4
Webster,2001,19
Webster,2002,18.8
Webster,2003,19.1
Webster,2004,20.2
Webster,2005,21
Webster,2006,21.1
Webster,2007,19.1
Webster,2008,22.8
Webster,2009,22.7
Webster,2010,21.6
Webster,2011,25.9
Webster,2012,23.4
Webster,2013,24.1
Webster,2014,24.3
Webster,2015,24.9
Webster,2016,23.7
Webster,2017,20
Webster,2018,22
Whitley,1997,38.2
Whitley,1998,31.5
Whitley,1999,31.8
Whitley,2000,34.2
Whitley,2001,32.7
Whitley,2002,35.7
Whitley,2003,34.3
Whitley,2004,34.7
Whitley,2005,39
Whitley,2006,38.1
Whitley,2007,39.3
Whitley,2008,35.6
Whitley,2009,40.7
Whitley,2010,37.6
Whitley,2011,37
Whitley,2012,42.7
Whitley,2013,37.2
Whitley,2014,38.5
Whitley,2015,38.9
Whitley,2016,38.1
Whitley,2017,36.2
Whitley,2018,33.9
Wolfe,1997,46.4
Wolfe,1998,32
Wolfe,1999,44.8
Wolfe,2000,51.5
Wolfe,2001,39.4
Wolfe,2002,41.2
Wolfe,2003,41.3
Wolfe,2004,41.8
Wolfe,2005,51
Wolfe,2006,48.7
Wolfe,2007,53.4
Wolfe,2008,53.2
Wolfe,2009,51.3
Wolfe,2010,47.8
Wolfe,2011,48.6
Wolfe,2012,49.9
Wolfe,2013,51.2
Wolfe,2014,50.3
Wolfe,2015,50.4
Wolfe,2016,43.4
Wolfe,2017,43.3
Wolfe,2018,43.6
Woodford,1997,12.1
Woodford,1998,11.1
Woodford,1999,10.8
Woodford,2000,8.1
Woodford,2001,10
Woodford,2002,11
Woodford,2003,12.6
Woodford,2004,12.8
Woodford,2005,12
Woodford,2006,12.1
Woodford,2007,13.6
Woodford,2008,12.8
Woodford,2009,15.4
Woodford,2010,16.9
Woodford,2011,16.8
Woodford,2012,16.4
Woodford,2013,16.2
Woodford,2014,16.3
Woodford,2015,17
Woodford,2016,17
Woodford,2017,13.2
Woodford,2018,13.2
